customer_number,use_case_x,registration_month,kyc_status,spend_volume,spend_transaction_count,use_case_y,num_use_case
1001718,PAYMAYA SHOP,Sep 2020,1,249,6,"['Online Purchase', 'PAYMAYA SHOP']",2
10017195,P2P - Consumer to Negosyo Sending,Feb 2017,1,3700,1,"['P2P - Consumer to Negosyo Sending', 'Instapay Sending', 'PAYMAYA SHOP']",3
10017195,Instapay Sending,Feb 2017,1,5100,2,"['P2P - Consumer to Negosyo Sending', 'Instapay Sending', 'PAYMAYA SHOP']",3
10017195,PAYMAYA SHOP,Feb 2017,1,0,0,"['P2P - Consumer to Negosyo Sending', 'Instapay Sending', 'PAYMAYA SHOP']",3
1001720,P2P Sending,Oct 2018,1,4500,2,"['P2P Sending', 'Pay with PayMaya', 'Bills Payment', 'PAYMAYA SHOP', 'ATM Withdrawal']",5
1001720,Pay with PayMaya,Oct 2018,1,1397,5,"['P2P Sending', 'Pay with PayMaya', 'Bills Payment', 'PAYMAYA SHOP', 'ATM Withdrawal']",5
1001720,Bills Payment,Oct 2018,1,1512,1,"['P2P Sending', 'Pay with PayMaya', 'Bills Payment', 'PAYMAYA SHOP', 'ATM Withdrawal']",5
1001720,PAYMAYA SHOP,Oct 2018,1,149,1,"['P2P Sending', 'Pay with PayMaya', 'Bills Payment', 'PAYMAYA SHOP', 'ATM Withdrawal']",5
1001720,ATM Withdrawal,Oct 2018,1,6074,6,"['P2P Sending', 'Pay with PayMaya', 'Bills Payment', 'PAYMAYA SHOP', 'ATM Withdrawal']",5
10017203,PAYMAYA SHOP,Sep 2020,1,190,5,"['PAYMAYA SHOP', 'Bills Payment']",2
10017203,Bills Payment,Sep 2020,1,4654.16,1,"['PAYMAYA SHOP', 'Bills Payment']",2
10017276,Bills Payment,Jun 2021,0,1300,1,['Bills Payment'],1
10017294,ATM Withdrawal,Nov 2020,1,7,5,['ATM Withdrawal'],1
10017319,PAYMAYA SHOP,Jul 2021,0,30,1,['PAYMAYA SHOP'],1
10017358,Instapay Sending,Sep 2019,1,100,1,"['Instapay Sending', 'PAYMAYA SHOP', 'Bills Payment']",3
10017358,PAYMAYA SHOP,Sep 2019,1,1346,12,"['Instapay Sending', 'PAYMAYA SHOP', 'Bills Payment']",3
10017358,Bills Payment,Sep 2019,1,1450.5,3,"['Instapay Sending', 'PAYMAYA SHOP', 'Bills Payment']",3
10017376,PAYMAYA SHOP,Nov 2019,1,65,2,"['PAYMAYA SHOP', 'P2P Sending', 'Instapay Sending', 'P2P - Consumer to Negosyo Sending']",4
10017376,P2P Sending,Nov 2019,1,2564,4,"['PAYMAYA SHOP', 'P2P Sending', 'Instapay Sending', 'P2P - Consumer to Negosyo Sending']",4
10017376,Instapay Sending,Nov 2019,1,6093,7,"['PAYMAYA SHOP', 'P2P Sending', 'Instapay Sending', 'P2P - Consumer to Negosyo Sending']",4
10017376,P2P - Consumer to Negosyo Sending,Nov 2019,1,2250,3,"['PAYMAYA SHOP', 'P2P Sending', 'Instapay Sending', 'P2P - Consumer to Negosyo Sending']",4
10017392,Instapay Sending,Feb 2021,1,2965,3,['Instapay Sending'],1
10017400,QR,Jan 2020,1,50,1,['QR'],1
10017410,Instapay Sending,May 2017,1,3000,1,"['Instapay Sending', 'PAYMAYA SHOP']",2
10017410,PAYMAYA SHOP,May 2017,1,50,1,"['Instapay Sending', 'PAYMAYA SHOP']",2
10017444,P2P - Consumer to Negosyo Sending,Oct 2019,1,670,2,['P2P - Consumer to Negosyo Sending'],1
10017457,P2P Sending,Jun 2021,1,20,1,"['P2P Sending', 'Bills Payment']",2
10017457,Bills Payment,Jun 2021,1,2140.25,2,"['P2P Sending', 'Bills Payment']",2
10017464,QR,May 2021,0,75,1,"['QR', 'PAYMAYA SHOP', 'Bills Payment']",3
10017464,PAYMAYA SHOP,May 2021,0,20,1,"['QR', 'PAYMAYA SHOP', 'Bills Payment']",3
10017464,Bills Payment,May 2021,0,1107,1,"['QR', 'PAYMAYA SHOP', 'Bills Payment']",3
10017468,Bills Payment,Jul 2021,1,4000,1,"['Bills Payment', 'PAYMAYA SHOP', 'Pay with PayMaya']",3
10017468,PAYMAYA SHOP,Jul 2021,1,1045,8,"['Bills Payment', 'PAYMAYA SHOP', 'Pay with PayMaya']",3
10017468,Pay with PayMaya,Jul 2021,1,505,1,"['Bills Payment', 'PAYMAYA SHOP', 'Pay with PayMaya']",3
10017490,Online Purchase,Jul 2021,1,780,1,"['Online Purchase', 'PAYMAYA SHOP', 'Instapay Sending']",3
10017490,PAYMAYA SHOP,Jul 2021,1,90,1,"['Online Purchase', 'PAYMAYA SHOP', 'Instapay Sending']",3
10017490,Instapay Sending,Jul 2021,1,25670,2,"['Online Purchase', 'PAYMAYA SHOP', 'Instapay Sending']",3
10017491,Pay with PayMaya,Sep 2020,1,149,1,"['Pay with PayMaya', 'PAYMAYA SHOP']",2
10017491,PAYMAYA SHOP,Sep 2020,1,1719,11,"['Pay with PayMaya', 'PAYMAYA SHOP']",2
10017519,Pay with PayMaya,Jan 2018,1,1208,2,"['Pay with PayMaya', 'QR', 'PAYMAYA SHOP']",3
10017519,QR,Jan 2018,1,507,1,"['Pay with PayMaya', 'QR', 'PAYMAYA SHOP']",3
10017519,PAYMAYA SHOP,Jan 2018,1,50,3,"['Pay with PayMaya', 'QR', 'PAYMAYA SHOP']",3
10017524,P2P - Consumer to Negosyo Sending,Jan 2020,1,7000,2,"['P2P - Consumer to Negosyo Sending', 'Instapay Sending', 'Online Purchase']",3
10017524,Instapay Sending,Jan 2020,1,94.5,1,"['P2P - Consumer to Negosyo Sending', 'Instapay Sending', 'Online Purchase']",3
10017524,Online Purchase,Jan 2020,1,598,2,"['P2P - Consumer to Negosyo Sending', 'Instapay Sending', 'Online Purchase']",3
10017532,Instapay Sending,Mar 2019,1,2475,3,"['Instapay Sending', 'PAYMAYA SHOP', 'Online Purchase', 'QR']",4
10017532,PAYMAYA SHOP,Mar 2019,1,320,10,"['Instapay Sending', 'PAYMAYA SHOP', 'Online Purchase', 'QR']",4
10017532,Online Purchase,Mar 2019,1,1201.11,3,"['Instapay Sending', 'PAYMAYA SHOP', 'Online Purchase', 'QR']",4
10017532,QR,Mar 2019,1,4629,1,"['Instapay Sending', 'PAYMAYA SHOP', 'Online Purchase', 'QR']",4
10017548,Pay with PayMaya,Mar 2021,0,196,2,['Pay with PayMaya'],1
10017587,Bills Payment,Oct 2019,1,1306,1,"['Bills Payment', 'PAYMAYA SHOP', 'Instapay Sending', 'Pay with PayMaya']",4
10017587,PAYMAYA SHOP,Oct 2019,1,640,12,"['Bills Payment', 'PAYMAYA SHOP', 'Instapay Sending', 'Pay with PayMaya']",4
10017587,Instapay Sending,Oct 2019,1,1000,1,"['Bills Payment', 'PAYMAYA SHOP', 'Instapay Sending', 'Pay with PayMaya']",4
10017587,Pay with PayMaya,Oct 2019,1,19,1,"['Bills Payment', 'PAYMAYA SHOP', 'Instapay Sending', 'Pay with PayMaya']",4
10017597,ATM Withdrawal,Jul 2019,1,9090,5,"['ATM Withdrawal', 'PAYMAYA SHOP', 'Pay with PayMaya']",3
10017597,PAYMAYA SHOP,Jul 2019,1,20,1,"['ATM Withdrawal', 'PAYMAYA SHOP', 'Pay with PayMaya']",3
10017597,Pay with PayMaya,Jul 2019,1,48,1,"['ATM Withdrawal', 'PAYMAYA SHOP', 'Pay with PayMaya']",3
10017606,P2P Sending,Apr 2020,1,4000,4,"['P2P Sending', 'Online Purchase']",2
10017606,Online Purchase,Apr 2020,1,149,1,"['P2P Sending', 'Online Purchase']",2
10017614,POS Purchase,May 2021,1,2320.85,4,"['POS Purchase', 'Online Purchase', 'ATM Withdrawal', 'PAYMAYA SHOP', 'Instapay Sending']",5
10017614,Online Purchase,May 2021,1,1781,6,"['POS Purchase', 'Online Purchase', 'ATM Withdrawal', 'PAYMAYA SHOP', 'Instapay Sending']",5
10017614,ATM Withdrawal,May 2021,1,1018,1,"['POS Purchase', 'Online Purchase', 'ATM Withdrawal', 'PAYMAYA SHOP', 'Instapay Sending']",5
10017614,PAYMAYA SHOP,May 2021,1,70,3,"['POS Purchase', 'Online Purchase', 'ATM Withdrawal', 'PAYMAYA SHOP', 'Instapay Sending']",5
10017614,Instapay Sending,May 2021,1,6882,12,"['POS Purchase', 'Online Purchase', 'ATM Withdrawal', 'PAYMAYA SHOP', 'Instapay Sending']",5
10017665,PAYMAYA SHOP,Sep 2020,1,650,7,['PAYMAYA SHOP'],1
10017735,Instapay Sending,Aug 2020,1,270,1,"['Instapay Sending', 'PAYMAYA SHOP']",2
10017735,PAYMAYA SHOP,Aug 2020,1,2125,32,"['Instapay Sending', 'PAYMAYA SHOP']",2
10017738,PAYMAYA SHOP,Jan 2020,1,50,1,"['PAYMAYA SHOP', 'Bills Payment']",2
10017738,Bills Payment,Jan 2020,1,600,1,"['PAYMAYA SHOP', 'Bills Payment']",2
10017748,Online Purchase,Nov 2017,1,549,1,"['Online Purchase', 'Pay with PayMaya']",2
10017748,Pay with PayMaya,Nov 2017,1,638,1,"['Online Purchase', 'Pay with PayMaya']",2
1001778,Bills Payment,Feb 2020,1,1320,2,['Bills Payment'],1
10017859,PAYMAYA SHOP,Jan 2018,1,200,1,['PAYMAYA SHOP'],1
10017879,PAYMAYA SHOP,Sep 2020,0,114,2,['PAYMAYA SHOP'],1
10017900,PAYMAYA SHOP,Feb 2021,0,695,10,['PAYMAYA SHOP'],1
10017910,Online Purchase,Sep 2016,1,4749,6,"['Online Purchase', 'Bills Payment', 'PAYMAYA SHOP']",3
10017910,Bills Payment,Sep 2016,1,3000,1,"['Online Purchase', 'Bills Payment', 'PAYMAYA SHOP']",3
10017910,PAYMAYA SHOP,Sep 2016,1,129,2,"['Online Purchase', 'Bills Payment', 'PAYMAYA SHOP']",3
10017916,Pay with PayMaya,Aug 2020,0,4485,1,['Pay with PayMaya'],1
10017931,ATM Withdrawal,Nov 2020,1,34501,9,['ATM Withdrawal'],1
10017965,QR,Dec 2020,1,2171.5,3,"['QR', 'PAYMAYA SHOP', 'Bills Payment', 'Instapay Sending']",4
10017965,PAYMAYA SHOP,Dec 2020,1,4540,89,"['QR', 'PAYMAYA SHOP', 'Bills Payment', 'Instapay Sending']",4
10017965,Bills Payment,Dec 2020,1,8550.05,6,"['QR', 'PAYMAYA SHOP', 'Bills Payment', 'Instapay Sending']",4
10017965,Instapay Sending,Dec 2020,1,1000,1,"['QR', 'PAYMAYA SHOP', 'Bills Payment', 'Instapay Sending']",4
10018000,P2P Sending,Aug 2021,1,380,1,['P2P Sending'],1
10018002,Instapay Sending,Jul 2021,1,1000,1,['Instapay Sending'],1
10018034,Instapay Sending,May 2021,1,80,1,['Instapay Sending'],1
10018037,PAYMAYA SHOP,Jul 2017,1,1025,19,['PAYMAYA SHOP'],1
10018040,Pay with PayMaya,Jun 2018,1,383.57,2,"['Pay with PayMaya', 'Online Purchase']",2
10018040,Online Purchase,Jun 2018,1,549,1,"['Pay with PayMaya', 'Online Purchase']",2
1001805,P2P Sending,Feb 2021,1,700,1,['P2P Sending'],1
10018055,Bills Payment,Apr 2020,0,1290.9,1,['Bills Payment'],1
1001807,Online Purchase,Mar 2018,1,16514.3,4,"['Online Purchase', 'Instapay Sending']",2
1001807,Instapay Sending,Mar 2018,1,1000,1,"['Online Purchase', 'Instapay Sending']",2
10018080,Pay with PayMaya,Nov 2016,1,3500,1,['Pay with PayMaya'],1
10018090,Pay with PayMaya,Nov 2019,1,48547.32,7,"['Pay with PayMaya', 'Online Purchase', 'ATM Withdrawal', 'PAYMAYA SHOP', 'POS Purchase']",5
10018090,Online Purchase,Nov 2019,1,71969.46,12,"['Pay with PayMaya', 'Online Purchase', 'ATM Withdrawal', 'PAYMAYA SHOP', 'POS Purchase']",5
10018090,ATM Withdrawal,Nov 2019,1,13054,3,"['Pay with PayMaya', 'Online Purchase', 'ATM Withdrawal', 'PAYMAYA SHOP', 'POS Purchase']",5
10018090,PAYMAYA SHOP,Nov 2019,1,50,1,"['Pay with PayMaya', 'Online Purchase', 'ATM Withdrawal', 'PAYMAYA SHOP', 'POS Purchase']",5
10018090,POS Purchase,Nov 2019,1,10625,2,"['Pay with PayMaya', 'Online Purchase', 'ATM Withdrawal', 'PAYMAYA SHOP', 'POS Purchase']",5
10018094,PAYMAYA SHOP,May 2020,1,298,3,['PAYMAYA SHOP'],1
10018107,P2P Sending,Jul 2020,1,10000,1,"['P2P Sending', 'Instapay Sending']",2
10018107,Instapay Sending,Jul 2020,1,10300,3,"['P2P Sending', 'Instapay Sending']",2
10018137,PAYMAYA SHOP,Dec 2020,0,2600,36,['PAYMAYA SHOP'],1
10018162,Bills Payment,Jan 2020,1,292,1,['Bills Payment'],1
10018163,ATM Withdrawal,May 2019,1,4036,2,['ATM Withdrawal'],1
10018200,Instapay Sending,May 2021,1,300,1,"['Instapay Sending', 'PAYMAYA SHOP']",2
10018200,PAYMAYA SHOP,May 2021,1,1396,6,"['Instapay Sending', 'PAYMAYA SHOP']",2
10018210,Instapay Sending,Mar 2019,1,680,2,"['Instapay Sending', 'P2P Sending']",2
10018210,P2P Sending,Mar 2019,1,90000,9,"['Instapay Sending', 'P2P Sending']",2
10018229,Instapay Sending,Dec 2019,1,6264,8,['Instapay Sending'],1
10018266,Bills Payment,Mar 2019,1,1307.29,1,['Bills Payment'],1
10018267,P2P - Consumer to Negosyo Sending,Dec 2020,1,3688,1,"['P2P - Consumer to Negosyo Sending', 'PAYMAYA SHOP']",2
10018267,PAYMAYA SHOP,Dec 2020,1,299,3,"['P2P - Consumer to Negosyo Sending', 'PAYMAYA SHOP']",2
10018277,Online Purchase,Nov 2019,1,490.18,1,"['Online Purchase', 'Bills Payment', 'Pay with PayMaya', 'Instapay Sending']",4
10018277,Bills Payment,Nov 2019,1,9217.92,8,"['Online Purchase', 'Bills Payment', 'Pay with PayMaya', 'Instapay Sending']",4
10018277,Pay with PayMaya,Nov 2019,1,49,1,"['Online Purchase', 'Bills Payment', 'Pay with PayMaya', 'Instapay Sending']",4
10018277,Instapay Sending,Nov 2019,1,11810,5,"['Online Purchase', 'Bills Payment', 'Pay with PayMaya', 'Instapay Sending']",4
10018281,Instapay Sending,Mar 2021,1,65,1,['Instapay Sending'],1
10018293,QR,Jan 2018,1,149,1,"['QR', 'PAYMAYA SHOP']",2
10018293,PAYMAYA SHOP,Jan 2018,1,100,1,"['QR', 'PAYMAYA SHOP']",2
1001830,Online Purchase,Jun 2019,1,979,7,"['Online Purchase', 'PAYMAYA SHOP', 'P2P Sending', 'Instapay Sending', 'Bills Payment']",5
1001830,PAYMAYA SHOP,Jun 2019,1,220,1,"['Online Purchase', 'PAYMAYA SHOP', 'P2P Sending', 'Instapay Sending', 'Bills Payment']",5
1001830,P2P Sending,Jun 2019,1,500,1,"['Online Purchase', 'PAYMAYA SHOP', 'P2P Sending', 'Instapay Sending', 'Bills Payment']",5
1001830,Instapay Sending,Jun 2019,1,60,1,"['Online Purchase', 'PAYMAYA SHOP', 'P2P Sending', 'Instapay Sending', 'Bills Payment']",5
1001830,Bills Payment,Jun 2019,1,7123.55,4,"['Online Purchase', 'PAYMAYA SHOP', 'P2P Sending', 'Instapay Sending', 'Bills Payment']",5
10018310,PAYMAYA SHOP,May 2021,0,2601,66,['PAYMAYA SHOP'],1
10018318,Instapay Sending,May 2019,1,1090,2,"['Instapay Sending', 'PAYMAYA SHOP', 'P2P Sending', 'Bills Payment']",4
10018318,PAYMAYA SHOP,May 2019,1,500,3,"['Instapay Sending', 'PAYMAYA SHOP', 'P2P Sending', 'Bills Payment']",4
10018318,P2P Sending,May 2019,1,410,2,"['Instapay Sending', 'PAYMAYA SHOP', 'P2P Sending', 'Bills Payment']",4
10018318,Bills Payment,May 2019,1,21916.19,11,"['Instapay Sending', 'PAYMAYA SHOP', 'P2P Sending', 'Bills Payment']",4
10018329,Online Purchase,Apr 2021,1,0,0,"['Online Purchase', 'PAYMAYA SHOP']",2
10018329,PAYMAYA SHOP,Apr 2021,1,50,1,"['Online Purchase', 'PAYMAYA SHOP']",2
10018348,Bills Payment,Aug 2021,0,950,1,['Bills Payment'],1
10018387,PAYMAYA SHOP,May 2020,1,50,1,"['PAYMAYA SHOP', 'Pay with PayMaya']",2
10018387,Pay with PayMaya,May 2020,1,840,2,"['PAYMAYA SHOP', 'Pay with PayMaya']",2
10018418,PAYMAYA SHOP,May 2021,1,539,6,['PAYMAYA SHOP'],1
10018439,PAYMAYA SHOP,Mar 2021,1,940,11,"['PAYMAYA SHOP', 'P2P Sending', 'Instapay Sending']",3
10018439,P2P Sending,Mar 2021,1,27099,69,"['PAYMAYA SHOP', 'P2P Sending', 'Instapay Sending']",3
10018439,Instapay Sending,Mar 2021,1,12630,18,"['PAYMAYA SHOP', 'P2P Sending', 'Instapay Sending']",3
10018442,Pay with PayMaya,Aug 2021,0,458,1,['Pay with PayMaya'],1
10018444,Instapay Sending,Aug 2020,1,990,1,['Instapay Sending'],1
10018451,Bills Payment,May 2021,0,46867.39,5,['Bills Payment'],1
10018461,Instapay Sending,Dec 2020,1,530,7,"['Instapay Sending', 'P2P Sending']",2
10018461,P2P Sending,Dec 2020,1,4654,37,"['Instapay Sending', 'P2P Sending']",2
10018506,ATM Withdrawal,Feb 2020,1,19272,4,"['ATM Withdrawal', 'PAYMAYA SHOP', 'Online Purchase', 'Instapay Sending', 'P2P Sending']",5
10018506,PAYMAYA SHOP,Feb 2020,1,370,5,"['ATM Withdrawal', 'PAYMAYA SHOP', 'Online Purchase', 'Instapay Sending', 'P2P Sending']",5
10018506,Online Purchase,Feb 2020,1,194,1,"['ATM Withdrawal', 'PAYMAYA SHOP', 'Online Purchase', 'Instapay Sending', 'P2P Sending']",5
10018506,Instapay Sending,Feb 2020,1,1860,5,"['ATM Withdrawal', 'PAYMAYA SHOP', 'Online Purchase', 'Instapay Sending', 'P2P Sending']",5
10018506,P2P Sending,Feb 2020,1,5325,7,"['ATM Withdrawal', 'PAYMAYA SHOP', 'Online Purchase', 'Instapay Sending', 'P2P Sending']",5
10018517,Online Purchase,May 2018,0,5856.22,17,"['Online Purchase', 'PAYMAYA SHOP', 'Pay with PayMaya']",3
10018517,PAYMAYA SHOP,May 2018,0,220,4,"['Online Purchase', 'PAYMAYA SHOP', 'Pay with PayMaya']",3
10018517,Pay with PayMaya,May 2018,0,2012,7,"['Online Purchase', 'PAYMAYA SHOP', 'Pay with PayMaya']",3
10018522,Instapay Sending,Jan 2019,1,10500,3,['Instapay Sending'],1
10018536,Bills Payment,Aug 2018,1,82200,5,"['Bills Payment', 'QR', 'Instapay Sending']",3
10018536,QR,Aug 2018,1,218,1,"['Bills Payment', 'QR', 'Instapay Sending']",3
10018536,Instapay Sending,Aug 2018,1,8032,5,"['Bills Payment', 'QR', 'Instapay Sending']",3
10018613,PAYMAYA SHOP,Jan 2019,1,115,2,['PAYMAYA SHOP'],1
10018622,PAYMAYA SHOP,Aug 2021,0,390,11,['PAYMAYA SHOP'],1
10018695,Pay with PayMaya,Nov 2018,0,50,1,['Pay with PayMaya'],1
10018701,Instapay Sending,Jul 2016,1,300,1,"['Instapay Sending', 'PAYMAYA SHOP']",2
10018701,PAYMAYA SHOP,Jul 2016,1,100,2,"['Instapay Sending', 'PAYMAYA SHOP']",2
10018729,PAYMAYA SHOP,Jul 2019,1,135,4,['PAYMAYA SHOP'],1
10018766,Pay with PayMaya,Oct 2019,1,3269,9,"['Pay with PayMaya', 'PAYMAYA SHOP']",2
10018766,PAYMAYA SHOP,Oct 2019,1,194,5,"['Pay with PayMaya', 'PAYMAYA SHOP']",2
10018771,Online Purchase,Apr 2018,1,8386.5,1,['Online Purchase'],1
10018793,PAYMAYA SHOP,Dec 2019,0,769,8,['PAYMAYA SHOP'],1
10018796,P2P Sending,Mar 2021,1,95100,11,['P2P Sending'],1
10018828,P2P Sending,Sep 2020,1,550,1,['P2P Sending'],1
10018837,Bills Payment,Nov 2019,1,3340,3,['Bills Payment'],1
10018844,Pay with PayMaya,Feb 2018,0,395,2,['Pay with PayMaya'],1
10018860,PAYMAYA SHOP,Mar 2018,1,10,1,['PAYMAYA SHOP'],1
10018879,Instapay Sending,Jan 2021,1,1700,4,['Instapay Sending'],1
10018901,Instapay Sending,Sep 2020,1,2610,3,"['Instapay Sending', 'QR', 'Bills Payment']",3
10018901,QR,Sep 2020,1,154.5,2,"['Instapay Sending', 'QR', 'Bills Payment']",3
10018901,Bills Payment,Sep 2020,1,10877.78,4,"['Instapay Sending', 'QR', 'Bills Payment']",3
10018902,Online Purchase,Jun 2017,1,11576.42,13,"['Online Purchase', 'Pay with PayMaya', 'P2P Sending', 'Bills Payment', 'QR', 'ATM Withdrawal']",6
10018902,Pay with PayMaya,Jun 2017,1,4147,6,"['Online Purchase', 'Pay with PayMaya', 'P2P Sending', 'Bills Payment', 'QR', 'ATM Withdrawal']",6
10018902,P2P Sending,Jun 2017,1,280,2,"['Online Purchase', 'Pay with PayMaya', 'P2P Sending', 'Bills Payment', 'QR', 'ATM Withdrawal']",6
10018902,Bills Payment,Jun 2017,1,9298.9,3,"['Online Purchase', 'Pay with PayMaya', 'P2P Sending', 'Bills Payment', 'QR', 'ATM Withdrawal']",6
10018902,QR,Jun 2017,1,149,1,"['Online Purchase', 'Pay with PayMaya', 'P2P Sending', 'Bills Payment', 'QR', 'ATM Withdrawal']",6
10018902,ATM Withdrawal,Jun 2017,1,3618,1,"['Online Purchase', 'Pay with PayMaya', 'P2P Sending', 'Bills Payment', 'QR', 'ATM Withdrawal']",6
10018929,Pay with PayMaya,Aug 2019,1,4322,11,"['Pay with PayMaya', 'Instapay Sending', 'Bills Payment', 'PAYMAYA SHOP']",4
10018929,Instapay Sending,Aug 2019,1,60093.93,20,"['Pay with PayMaya', 'Instapay Sending', 'Bills Payment', 'PAYMAYA SHOP']",4
10018929,Bills Payment,Aug 2019,1,9300,60,"['Pay with PayMaya', 'Instapay Sending', 'Bills Payment', 'PAYMAYA SHOP']",4
10018929,PAYMAYA SHOP,Aug 2019,1,40,2,"['Pay with PayMaya', 'Instapay Sending', 'Bills Payment', 'PAYMAYA SHOP']",4
10018941,QR,Dec 2019,1,499,1,"['QR', 'PAYMAYA SHOP', 'Instapay Sending']",3
10018941,PAYMAYA SHOP,Dec 2019,1,90,3,"['QR', 'PAYMAYA SHOP', 'Instapay Sending']",3
10018941,Instapay Sending,Dec 2019,1,28030,12,"['QR', 'PAYMAYA SHOP', 'Instapay Sending']",3
10018946,PAYMAYA SHOP,Jul 2021,1,330,8,['PAYMAYA SHOP'],1
10018956,Instapay Sending,Jun 2020,1,900,1,"['Instapay Sending', 'Bills Payment', 'PAYMAYA SHOP']",3
10018956,Bills Payment,Jun 2020,1,3222.84,1,"['Instapay Sending', 'Bills Payment', 'PAYMAYA SHOP']",3
10018956,PAYMAYA SHOP,Jun 2020,1,149,2,"['Instapay Sending', 'Bills Payment', 'PAYMAYA SHOP']",3
10018957,P2P Sending,Sep 2020,1,463,1,"['P2P Sending', 'Online Purchase', 'Bills Payment']",3
10018957,Online Purchase,Sep 2020,1,416,1,"['P2P Sending', 'Online Purchase', 'Bills Payment']",3
10018957,Bills Payment,Sep 2020,1,775,1,"['P2P Sending', 'Online Purchase', 'Bills Payment']",3
1001904,PAYMAYA SHOP,Jun 2020,1,200,4,['PAYMAYA SHOP'],1
10019040,PAYMAYA SHOP,Sep 2020,1,60,2,"['PAYMAYA SHOP', 'Instapay Sending', 'P2P Sending']",3
10019040,Instapay Sending,Sep 2020,1,1800,1,"['PAYMAYA SHOP', 'Instapay Sending', 'P2P Sending']",3
10019040,P2P Sending,Sep 2020,1,1000,1,"['PAYMAYA SHOP', 'Instapay Sending', 'P2P Sending']",3
10019076,PAYMAYA SHOP,Nov 2020,1,50,1,['PAYMAYA SHOP'],1
1001913,PAYMAYA SHOP,Sep 2017,1,200,1,['PAYMAYA SHOP'],1
10019140,Instapay Sending,May 2021,1,400,1,"['Instapay Sending', 'P2P Sending', 'PAYMAYA SHOP']",3
10019140,P2P Sending,May 2021,1,1500,2,"['Instapay Sending', 'P2P Sending', 'PAYMAYA SHOP']",3
10019140,PAYMAYA SHOP,May 2021,1,2884,36,"['Instapay Sending', 'P2P Sending', 'PAYMAYA SHOP']",3
10019179,PAYMAYA SHOP,Jul 2021,0,30,1,['PAYMAYA SHOP'],1
10019224,Pay with PayMaya,Aug 2020,1,50,1,"['Pay with PayMaya', 'ATM Withdrawal']",2
10019224,ATM Withdrawal,Aug 2020,1,2814,2,"['Pay with PayMaya', 'ATM Withdrawal']",2
10019225,P2P Sending,Jun 2021,1,91,1,['P2P Sending'],1
10019247,Instapay Sending,Sep 2019,1,445,1,"['Instapay Sending', 'P2P Sending']",2
10019247,P2P Sending,Sep 2019,1,7500,3,"['Instapay Sending', 'P2P Sending']",2
1001926,P2P Sending,Nov 2019,1,500,1,"['P2P Sending', 'Bills Payment', 'Instapay Sending', 'PAYMAYA SHOP', 'P2P - Consumer to Negosyo Sending']",5
1001926,Bills Payment,Nov 2019,1,3600,2,"['P2P Sending', 'Bills Payment', 'Instapay Sending', 'PAYMAYA SHOP', 'P2P - Consumer to Negosyo Sending']",5
1001926,Instapay Sending,Nov 2019,1,200,1,"['P2P Sending', 'Bills Payment', 'Instapay Sending', 'PAYMAYA SHOP', 'P2P - Consumer to Negosyo Sending']",5
1001926,PAYMAYA SHOP,Nov 2019,1,797,9,"['P2P Sending', 'Bills Payment', 'Instapay Sending', 'PAYMAYA SHOP', 'P2P - Consumer to Negosyo Sending']",5
1001926,P2P - Consumer to Negosyo Sending,Nov 2019,1,500,1,"['P2P Sending', 'Bills Payment', 'Instapay Sending', 'PAYMAYA SHOP', 'P2P - Consumer to Negosyo Sending']",5
10019302,Online Purchase,Sep 2020,1,480,2,['Online Purchase'],1
10019308,PAYMAYA SHOP,Apr 2021,1,85,6,"['PAYMAYA SHOP', 'Bills Payment', 'Instapay Sending']",3
10019308,Bills Payment,Apr 2021,1,53953.33,17,"['PAYMAYA SHOP', 'Bills Payment', 'Instapay Sending']",3
10019308,Instapay Sending,Apr 2021,1,2618.85,10,"['PAYMAYA SHOP', 'Bills Payment', 'Instapay Sending']",3
10019400,PAYMAYA SHOP,Jun 2019,1,30,1,"['PAYMAYA SHOP', 'Pay with PayMaya']",2
10019400,Pay with PayMaya,Jun 2019,1,15,1,"['PAYMAYA SHOP', 'Pay with PayMaya']",2
10019416,Online Purchase,Feb 2018,1,549,1,['Online Purchase'],1
10019485,PAYMAYA SHOP,May 2020,1,400,3,"['PAYMAYA SHOP', 'Online Purchase', 'P2P Sending', 'Instapay Sending', 'ATM Withdrawal']",5
10019485,Online Purchase,May 2020,1,1056,6,"['PAYMAYA SHOP', 'Online Purchase', 'P2P Sending', 'Instapay Sending', 'ATM Withdrawal']",5
10019485,P2P Sending,May 2020,1,30377,7,"['PAYMAYA SHOP', 'Online Purchase', 'P2P Sending', 'Instapay Sending', 'ATM Withdrawal']",5
